Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao,Agrupamento
Gravitar,16,1982,9,10,0.38,0,0,0.0,101
NCAA College Basketball 2K3,14,2002,1,8,0.14,276,1,46.2,72
Lost Heroes,17,2012,4,25,0.07,0,0,0.0,48
Company of Heroes,15,2006,12,28,0.05,586,2,50.9,101
Men in Black II: Alien Escape,7,2002,7,52,0.5,318,3,28.65,40
Marvel Super Hero Squad: Comic Combat,1,2011,9,28,0.18,166,4,0.0,56
Mortal Kombat,23,2012,10,19,0.65,133,2,46.4,101
Tom Clancy's Splinter Cell: Conviction,15,2010,9,5,0.11,52,2,44.1,14
Terraria,5,2013,9,11,0.67,531,3,44.1,85
Yokai Sangokushi,11,2016,9,37,0.56,0,0,0.0,136
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",4,2009,1,14,0.01,0,0,0.0,76
Turok,6,2008,9,129,0.67,491,2,36.5,85
World Snooker Championship 2007,5,2007,1,8,0.01,0,0,0.0,76
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",14,2005,9,32,0.2,50,3,39.0,136
Hogan's Alley,2,1984,7,0,1.27,0,0,0.0,95
Curse of the Amsterdam Diamond,4,2012,5,526,0.01,0,0,0.0,27
Suggoi! Arcana Heart 2,7,2009,10,256,0.03,0,0,0.0,85
Guilty Gear Xrd: Sign,10,2014,10,221,0.16,0,0,0.0,136
Kanzen Chuuki Pro Yakyuu Greatest Nine,24,1995,1,8,0.22,0,0,0.0,72
Hometown Story,11,2013,4,70,0.43,685,4,26.5,48
ATV: Quad Frenzy,4,2005,3,35,0.11,561,1,17.5,11
Karaoke Revolution Presents American Idol Encore,5,2008,6,14,0.11,281,1,38.5,10
Rayman Raving Rabbids,4,2007,6,5,0.14,1093,1,31.05,27
Time and Eternity,6,2012,4,131,0.17,797,3,23.5,4
The Walking Dead: Season Two,5,2014,11,173,0.1,0,0,0.0,20
One Piece: Unlimited Adventure,1,2007,11,25,0.19,722,3,37.75,69
MLB 2K9 Fantasy All-Stars,4,2009,1,2,0.09,749,1,0.0,76
Contra: Shattered Soldier,7,2002,7,14,0.58,85,3,42.3,40
Need for Speed: The Run,1,2011,9,7,0.27,717,4,33.8,56
Plants vs. Zombies,4,2011,12,92,1.1,91,4,44.2,20
Tony Hawk's Pro Skater 3,13,2001,1,4,1.67,249,1,47.65,72
Blazing Heroes,24,1995,4,8,0.3,0,0,0.0,48
Slide Adventure: Mag Kid,4,2007,9,0,0.01,0,0,0.0,160
Sally's Salon,4,2008,8,12,0.13,48,1,0.0,160
Odin Sphere: Leifthrasir,23,2016,4,131,0.14,567,3,50.45,48
Tourist Trophy: The Real Riding Simulator,7,2006,3,3,0.68,0,0,0.0,4
F1 Pole Position 64,12,1997,3,5,0.25,0,0,0.0,48
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,11,2012,11,120,0.03,0,0,0.0,136
FlatOut,14,2004,3,87,0.17,728,3,39.6,48
LEGO Pirates of the Caribbean: The Video Game,1,2011,9,32,1.55,50,4,40.0,56
Battlefield: Bad Company 2,6,2010,7,7,2.95,29,2,48.25,40
Wizardry VII: Gadeia no Houshu,13,1995,4,3,0.15,0,0,0.0,48
Yu-Gi-Oh! World Championship 2008,4,2007,12,14,0.28,0,0,0.0,20
Neopets Puzzle Adventure,4,2008,5,12,0.29,832,1,35.0,27
Brutal Legend,5,2009,9,7,0.97,406,2,45.0,85
Afro Samurai,5,2009,9,10,0.24,314,2,35.6,85
Just Dance 2016,18,2015,6,5,0.32,12,4,36.05,14
River City Super Sports Challenge,4,2010,1,221,0.03,1106,3,0.0,76
Pokemon Rumble World,11,2015,9,0,0.09,1273,4,32.2,136
NBA Starting Five,14,2002,1,14,0.02,69,1,26.75,72
Shaun White Skateboarding,6,2010,1,5,0.19,52,3,33.75,3
Naruto: Clash of Ninja 2,20,2003,10,0,1.04,379,3,41.45,101
NBA ShootOut 2004,7,2003,1,3,0.26,398,1,32.9,70
The Last of Us,6,2013,9,16,5.87,33,2,52.05,85
Dead Space 2,6,2011,7,7,1.42,189,2,48.7,40
Alundra,13,1997,4,85,0.23,191,3,47.5,48
Game of Thrones,15,2012,4,82,0.08,880,2,32.25,48
Hakuouki SSL: Sweet School Life,23,2014,11,323,0.05,0,0,0.0,101
Assassin's Creed IV: Black Flag,18,2013,9,5,2.23,12,2,3.7,101
Rugby League Live 3,18,2015,9,331,0.01,1013,1,3.55,101
Syndicate,15,1992,12,7,0.06,0,0,0.0,101
Bump 'n' Jump,16,1982,3,140,0.39,0,0,0.0,48
PDC World Championship Darts: Pro Tour,1,2010,1,347,0.11,0,0,0.0,44
Silent Scope,7,2000,7,14,0.38,85,2,31.5,40
NFL Blitz 20-02,7,2002,1,39,0.28,162,1,42.45,70
Brothers In Arms: Earned in Blood,14,2005,7,5,0.31,100,2,46.8,14
Matchbox Cross Town Heroes,9,2002,3,28,0.17,0,0,0.0,58
Aoishiro,7,2008,11,88,0.02,0,0,0.0,25
Hidden Invasion,7,2001,7,313,0.08,1317,3,22.4,40
Sword Art Online: Lost Song,10,2015,4,25,0.25,743,3,34.65,48
RalliSport Challenge(JP sales),14,2002,3,1,0.01,0,0,0.0,48
Chuck E. Cheese's Super Collection,1,2011,9,282,0.02,1018,1,0.0,56
Beowulf: The Game,5,2007,9,5,0.4,149,2,27.85,85
The Crew,10,2014,3,5,1.72,235,3,33.2,48
Finding Nemo,7,2003,9,28,2.09,0,0,0.0,85
Shadow The Hedgehog,7,2005,2,8,0.6,125,4,25.5,70
S.T.A.L.K.E.R.: Call of Pripyat,15,2009,7,25,0.06,1399,2,44.35,14
Backyard Baseball,7,2004,1,10,0.49,644,1,3.6,70
Half-Life,15,1997,7,23,4.12,77,2,52.55,14
Another Code R: A Journey into Lost Memories,1,2009,11,0,0.06,607,0,33.0,69
The Amazing Spider-Man (Console Version),11,2012,9,4,0.19,0,0,0.0,136
Beat Down: Fists of Vengeance,7,2005,9,12,0.17,267,2,28.05,85
Chuugaku Eitango Target 1800 DS,4,2006,6,141,0.07,0,0,0.0,27
MTV Music Generator 3: This Is the Remix,7,2004,6,34,0.14,1103,3,43.8,10
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,4,2008,6,58,0.03,0,0,0.0,27
RTX Red Rock,7,2003,7,18,0.08,143,3,27.0,40
EyePet & Friends,6,2011,8,3,0.17,0,0,0.0,85
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,7,2006,11,14,0.03,0,0,0.0,25
ATV Offroad Fury: Blazin' Trails,17,2005,3,81,0.57,342,1,35.4,48
Geist,20,2005,11,0,0.15,374,2,37.25,101
Pocket Fighter,24,1998,10,12,0.03,0,0,0.0,101
We Sing Rock!,1,2011,6,128,0.07,0,0,0.0,129
Armed and Dangerous,14,2003,7,18,0.13,283,3,43.1,14
The Munchables,1,2009,9,25,0.18,301,1,39.6,56
DiRT 2,6,2009,3,34,0.99,294,3,47.6,4
The Incredibles: Rise of the Underminer,7,2005,9,28,0.36,172,4,33.55,85
Rugby World Cup 2011,6,2011,1,11,0.32,254,1,27.8,3
EyePet,6,2009,8,3,0.99,223,1,39.1,85
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,4,2010,8,15,0.02,0,0,0.0,160
Gakuen Hetalia Portable,17,2011,11,323,0.04,0,0,0.0,101
Gods Eater Burst,17,2010,9,25,0.66,538,3,39.45,101
Mystic Ark,8,1995,4,24,0.13,0,0,0.0,58
Guardian's Crusade,13,1998,4,4,0.12,0,0,0.0,48
A Ressha de Gyoukou 2001,7,2001,8,239,0.03,0,0,0.0,40
Prison Break: The Conspiracy,5,2010,9,41,0.21,889,3,22.35,85
Lego Batman 3: Beyond Gotham,10,2014,9,19,0.93,182,4,40.05,136
Journey,6,2012,11,16,0.21,949,1,50.4,20
Ore wa Shoujo Mangaka,17,2012,9,555,0.02,0,0,0.0,101
BeatMania IIDX 15: DJ Troopers,7,2008,8,14,0.03,0,0,0.0,40
SimCity Societies,15,2007,8,7,0.02,1504,4,33.65,14
Need for Speed Underground,7,2003,3,7,7.2,30,1,46.8,4
PAC-MAN and the Ghostly Adventures,19,2013,2,25,0.05,1315,4,32.25,72
Fireball,16,1981,9,210,0.33,0,0,0.0,101
Club Penguin: Elite Penguin Force - Herbert's Revenge,4,2010,11,32,0.65,0,0,0.0,20
Deadliest Warrior: Ancient Combat,6,2012,10,461,0.04,38,2,0.0,85
LEGO Indiana Jones: The Original Adventures,17,2008,9,18,1.17,50,4,41.8,101
Guitar Hero: Van Halen,5,2009,6,4,0.29,822,3,31.4,10
MLB 06: The Show,17,2006,1,3,0.35,421,1,45.75,72
Jack Keane,15,2008,11,206,0.03,1122,3,38.0,101
AeroFighters Assault,12,1997,9,62,0.19,0,0,0.0,136
Super Robot Taisen Impact,7,2002,12,56,0.65,0,0,0.0,25
Break 'Em All,4,2005,5,58,0.12,1164,1,34.0,27
Teenage Mutant Ninja Turtles: Mutants in Manhattan,5,2016,9,4,0.04,289,3,2.15,85
DanceDanceRevolution,1,2010,8,14,0.34,69,1,0.0,56
DiRT,6,2007,3,34,1.05,294,1,45.5,4
The Simpsons: Road Rage,9,2003,3,28,1.19,217,1,30.9,58
The King of Fighters '95,27,1995,10,244,0.2,0,0,0.0,101
Power Rangers: Ninja Storm,9,2003,6,28,0.33,495,1,31.4,16
Major League Baseball 2K12,6,2012,1,2,0.19,83,1,36.2,3
Battlefield 2: Modern Combat,5,2006,7,7,0.41,476,3,42.15,85
Robotics;Notes,6,2012,11,357,0.11,0,0,0.0,20
Houshinengi,13,1998,12,48,0.14,0,0,0.0,101
Ar tonelico: Melody of Elemia,7,2006,4,11,0.1,690,3,39.35,4
Angry Birds Star Wars,11,2013,12,4,0.34,293,1,1.5,35
Tetris Attack,8,1995,5,0,0.15,0,0,0.0,38
NCAA Football 08,5,2007,1,7,0.7,18,1,44.4,76
PaRappa The Rapper,13,1996,6,3,1.92,209,5,49.7,14
Zoo Tycoon (2013),5,2013,8,1,0.08,0,0,0.0,85
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,17,2010,1,14,0.16,0,0,0.0,72
Invizimals,17,2009,12,3,0.79,472,4,38.15,101
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",7,2007,9,4,1.11,0,0,0.0,85
Elite Forces: Unit 77,4,2009,12,41,0.06,1374,3,30.5,20
Medal of Honor: European Assault,14,2005,7,7,0.53,36,3,39.5,14
GunParade Orchestra: Midori no Shou,7,2006,11,3,0.02,0,0,0.0,25
Otoko Yukaku,23,2015,9,58,0.02,0,0,0.0,101
USA Today Crossword Challenge,4,2008,5,160,0.12,837,3,0.0,27
Root Infinity Rexx,23,2015,11,323,0.02,0,0,0.0,101
Bode Miller Alpine Skiing,7,2006,1,351,0.03,335,1,3.3,70
Star Wars: Jedi Starfighter,7,2002,8,4,0.5,143,3,44.65,40
The Wolf Among Us,5,2011,11,173,0.03,0,0,45.35,20
Skate 2,5,2009,1,7,1.09,30,3,46.0,76
Super PickUps,1,2009,3,166,0.01,723,1,0.0,44
Shaun Palmer's Pro Snowboarder,7,2001,1,34,0.73,499,1,36.35,70
TRINITY: Souls of Zill O'll,6,2010,4,116,0.14,188,3,30.6,4
Sonic Boom: Shattered Crystal,11,2014,9,8,0.29,525,1,26.65,136
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,24,1995,6,8,0.04,0,0,0.0,14
Tekken 4,7,2002,10,25,3.44,32,3,43.65,85
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,7,2008,11,79,0.02,0,0,0.0,25
Disney's Donald Duck Advance,9,2001,2,5,0.07,0,0,0.0,15
Frogger's Adventures: Temple of the Frog,9,0,11,14,2.39,170,1,36.5,136
Call of Duty: World at War Final Fronts,7,2008,7,4,1.72,0,0,0.0,40
Frogger's Adventures: The Rescue,7,2003,2,14,0.32,69,1,33.75,70
Tom Clancy's EndWar,6,2008,12,5,0.66,149,3,41.3,20
Splat Renegade Paintball,14,2005,1,2,0.06,79,3,22.0,72
Ogre Battle 64: Person of Lordly Caliber,12,1999,4,0,0.41,0,0,0.0,48
Madden NFL 07,14,2006,1,7,1.02,57,1,45.85,72
Guitar Hero: Warriors of Rock,1,2010,6,4,0.96,409,3,42.25,129
Ice Climber,2,1985,2,0,1.5,0,0,0.0,44
NFL Street 2,20,2004,1,7,0.2,57,1,38.5,72
Armored Core 3 Portable,17,2009,8,227,0.08,163,3,24.85,14
Spirits & Spells,9,2003,2,172,0.01,0,0,0.0,15
Neopets Petpet Adventures: The Wand of Wishing,17,2006,11,3,0.12,313,1,36.85,101
Atsumare! Power Pro Kun no DS Koushien,4,0,1,0,0.1,0,0,0.0,76
Risen 3: Titan Lords,15,2014,4,41,0.09,920,2,35.35,48
Ballistic,13,1999,5,10,0.04,0,0,0.0,14
Saenai Kanojo no Sodatekata: Blessing Flowers,23,2015,9,357,0.02,0,0,0.0,101
WWE SmackDown vs. Raw 2009,7,2008,10,28,1.24,156,3,42.45,85
Cabela's Dangerous Hunts: Ultimate Challenge,17,2006,1,59,0.06,565,3,2.0,72
The Great Escape,7,2003,9,113,0.2,262,3,32.5,85
Persona 2: Eternal Punishment,17,2012,4,91,0.05,0,0,0.0,48
Cartoon Network: Punch Time Explosion XL,1,2011,10,67,0.08,0,0,0.0,120
Lego Batman 3: Beyond Gotham,5,2014,9,19,0.89,182,4,3.4,85
Exit,17,2005,5,5,0.08,51,1,42.35,14
Marvel Super Hero Squad,4,2009,10,28,0.41,166,4,31.9,120
Aquaman: Battle for Atlantis,20,2003,9,71,0.01,1681,3,15.05,101
NBA Street Homecourt,6,2007,1,7,0.15,35,1,43.75,3
ESPN MLB Baseball,14,2004,1,8,0.14,0,0,0.0,72
Doom 3,14,2005,7,4,1.34,67,2,47.7,14
Zapper: One Wicked Cricket!,7,2002,2,52,0.16,0,0,0.0,70
Rayman Arena,14,0,3,53,0.07,12,1,25.0,48
Kamiwaza,7,2006,9,307,0.05,0,0,0.0,85
Eragon,5,2006,9,23,0.14,65,3,26.85,85
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),7,2007,12,14,0.02,0,0,0.0,25
Skylanders: SuperChargers,6,2015,9,4,0.37,67,4,2.1,85
Mario Bros.,16,1982,2,10,1.59,0,0,0.0,72
Mario Pinball Land,9,2004,6,0,0.69,518,1,33.45,16
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,7,2006,4,15,0.29,0,0,0.0,4
Dream C Club Zero,5,2011,8,58,0.03,0,0,0.0,85
Summer Athletics 2009,5,2009,1,495,0.03,0,0,0.0,76
Littlest Pet Shop: Winter,4,2008,8,7,0.98,22,1,0.0,160
Ridge Racer DS,4,2004,3,25,0.15,32,1,34.85,11
Cooking Mama 5: Bon Appetit!,11,2013,8,477,0.03,0,0,0.0,14
Gungrave: Overdose,7,2004,7,97,0.14,991,2,38.35,40
WWF Attitude,12,1999,10,30,0.71,0,0,0.0,136
NHL 09,5,2008,1,7,0.5,35,4,48.2,76
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,4,2008,8,14,0.03,0,0,0.0,160
Dynasty Warriors 3,7,2001,9,28,1.87,188,3,43.55,85
Driven,20,2002,3,176,0.08,598,3,27.5,48
Game & Watch Gallery 4,9,2002,6,0,0.61,0,0,0.0,16
Flipper Critters,4,2007,8,230,0.03,714,1,30.0,160
MLB Power Pros 2008,7,2008,1,14,0.15,69,1,37.75,70
Barbie as The Island Princess,1,2007,11,4,0.45,664,1,0.0,69
Front Mission Alternative,13,1997,12,9,0.14,0,0,0.0,101
"Warhammer 40,000: Space Marine",15,2011,7,28,0.2,586,2,40.7,14
Ceville,15,2009,9,206,0.02,1597,1,40.6,14
Shin Nippon Pro Wrestling: Toukon Retsuden 3,13,1998,10,99,0.23,0,0,0.0,136
Ultimate Card Games DS,4,2008,12,183,0.08,1177,1,0.0,20
Tropico 4: Modern Times,15,2012,12,206,0.02,760,3,43.0,101
Tigger's Honey Hunt,13,2000,2,5,0.28,0,0,0.0,72
God of War II,7,2007,9,3,4.07,63,2,50.95,85
Jewel Quest: Expeditions,4,2007,5,194,0.22,871,1,34.0,27
Frogger: Ancient Shadow,7,2005,2,14,0.1,16,1,29.0,70
Fight Club,14,2004,10,23,0.11,224,2,20.85,101
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",17,2013,11,323,0.02,0,0,0.0,101
Heart no Kuni no Alice,7,2008,11,436,0.01,0,0,0.0,25
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,4,2009,1,14,0.07,0,0,0.0,76
Jikkyou Powerful Pro Yakyuu 10,7,2003,1,14,0.51,0,0,0.0,70
Pac-Man and the Ghostly Adventures 2,19,2014,11,25,0.07,558,4,3.5,101
PlayStation Move Heroes,6,2011,2,3,0.17,277,4,29.55,3
Daibakushou: Jinsei Gekijou,8,1995,6,94,0.03,0,0,0.0,63
Hamtaro: Ham-Hams Unite!,3,2001,4,0,0.56,0,0,0.0,27
Madden NFL 2003,14,2002,1,7,0.71,57,1,50.15,72
Princess Maker: Yumemiru Yosei,13,1997,12,3,0.19,0,0,0.0,101
Scurge: Hive,4,2006,9,81,0.06,1405,4,39.3,160
Injustice: Gods Among Us,10,2013,10,19,0.91,0,0,0.0,136
The King of Fighters '96,24,1996,10,244,0.21,0,0,0.0,101
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,7,2007,6,378,0.09,0,0,0.0,10
Samurai Jack: The Shadow of Aku,7,2004,9,8,0.06,547,3,33.7,85
Homefront: The Revolution,10,2016,7,41,0.35,756,2,25.9,5
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,5,2009,4,6,0.24,70,2,0.0,4
Dokapon Kingdom,7,2007,4,322,0.11,1102,4,33.75,4
Saka-Tsuku DS: Touch and Direct,4,2008,1,8,0.23,0,0,0.0,76
Rory McIlroy PGA Tour,10,2015,9,7,0.52,57,1,32.35,136
Sniper Elite V2,19,2013,7,11,0.02,248,2,31.9,14
Killing Floor 2 ,10,2016,7,318,0.05,1128,2,42.0,5
Date A Live: Arusu Install,6,2014,11,266,0.02,0,0,0.0,20
Skate it,1,2008,1,7,0.58,22,1,39.2,44
Medal of Honor: Infiltrator,9,2003,7,7,0.15,1090,3,43.6,86
NCAA Football 07,5,2006,1,7,0.73,18,1,42.95,76
LittleBigPlanet 3,10,2014,2,3,1.91,129,1,43.05,15
The Flintstones: Big Trouble in Bedrock,9,2001,2,313,0.03,0,0,0.0,15
Dynasty Warriors 6,7,2008,9,48,0.25,508,3,24.2,85
1701 A.D.,15,2006,8,41,0.3,820,4,43.65,14
The Sims 2: Open for Business,15,2006,8,7,0.52,89,3,43.3,14
Captain America: Super Soldier,6,2011,9,8,0.19,68,3,34.15,85
Nep League DS,4,2007,1,163,0.18,0,0,0.0,76
Operation Flashpoint: Red River,5,2011,7,34,0.28,294,2,37.55,85
Fire ProWrestling G,13,1999,10,190,0.19,0,0,0.0,136
Singstar: Ultimate Party,6,2014,6,16,0.09,0,0,0.0,10
Ratchet & Clank Collection,23,2014,9,3,0.02,0,0,0.0,101
EVE: Valkyrie,10,2016,7,260,0.1,963,3,39.65,5
MechAssault: Phantom War,4,2006,8,35,0.03,179,3,35.25,160
Knights in the Nightmare: DHE Series Special Pack,4,2008,4,322,0.01,0,0,0.0,11
Gundam SEED: Federation vs. Z.A.F.T.,7,2005,7,25,0.44,0,0,0.0,40
Mary-Kate and Ashley: Magical Mystery Mall,13,2000,11,30,0.65,0,0,0.0,101
FIFA Soccer 97,13,1996,1,7,0.16,0,0,0.0,72
Deer Hunter,7,2003,1,10,0.28,414,3,4.25,70
Road Rash: Jailbreak,9,2003,3,84,0.1,239,3,43.65,58
Tennis no Oji-Sama: Genius Boys Academy,9,2002,1,14,0.25,0,0,0.0,15
Army Rescue,1,2009,7,282,0.02,1625,1,0.0,9
Harukanaru Toki no Naka de: Maihitoyo,7,2006,11,48,0.04,0,0,0.0,25
Battlefield 1,18,2016,7,7,2.25,29,2,47.6,14
My Friends,4,2009,6,60,0.08,906,1,0.0,27
Little League World Series Baseball 2010,6,2010,1,4,0.08,301,1,30.5,3
Natural Doctrine,23,2014,4,131,0.07,1248,2,33.75,48
NCAA Football 2004,20,2003,1,7,0.15,18,1,48.25,72
The Sims 3,5,2010,8,7,2.28,23,3,41.55,85
Sousaku Alice to Oujisama!,11,2015,8,405,0.01,0,0,0.0,14
Space Jam,13,1996,1,30,0.92,0,0,0.0,72
Mass Effect Trilogy,5,2012,9,7,0.4,116,2,3.7,85
Tales of Phantasia: Narikiri Dungeon X,17,2010,4,25,0.21,0,0,0.0,48
Carnage Heart EXA,17,2010,12,239,0.02,810,4,0.0,101
BlazBlue: Chrono Phantasma Extend,6,2015,9,148,0.04,496,3,4.15,85
Sonic Adventure 2 Battle,20,2001,2,8,2.56,125,1,40.65,72
Guitar Hero: Van Halen,6,2009,6,4,0.27,60,3,31.85,10
Kart Racer,1,2009,3,128,0.05,1088,1,0.0,44
Dishonored 2,18,2016,9,6,0.22,237,2,47.4,101
SD Gundam: Gashapon Wars,1,2010,12,25,0.03,0,0,0.0,6
Daito Giken Premium Pachi-Slot Collection: Yoshimune,7,2006,6,345,0.03,0,0,0.0,10
Bass Pro Shops: The Hunt,5,2010,1,376,0.09,915,3,0.0,76
Mystery Stories: Curse of the Ancient Spirits,4,2011,11,98,0.09,386,4,0.0,20
Commandos: Strike Force,14,2006,7,21,0.02,969,3,31.0,14
Racquet Sports,6,2010,1,5,0.34,452,1,24.65,3
Bratz: The Movie,7,2007,8,28,0.48,281,1,2.5,40
Need for Speed Rivals,15,2013,3,7,0.25,200,4,39.65,48
Mega Man X Collection,20,2006,6,12,0.13,48,1,42.1,14
Samurai Jack: The Shadow of Aku,20,2004,9,8,0.02,547,3,29.5,101
Aa Megami-samaa,7,2007,11,214,0.01,0,0,0.0,25
Midnight Club 3: DUB Edition,14,2005,3,2,0.74,39,4,45.7,48
Wizardry: Tale of the Forsaken Land,7,2001,4,5,0.09,589,3,38.75,4
Metal Slug Anthology,1,2006,7,153,0.14,231,3,40.5,9
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",1,2007,9,4,0.57,0,0,0.0,56
Silent Hill HD Collection,5,2012,9,14,0.19,69,2,37.3,85
Inazuma Eleven Go 2: Chrono Stone,11,2012,4,37,0.47,0,0,0.0,48
Livly Garden,4,2010,8,214,0.02,0,0,0.0,160
XGRA: Extreme G-Racing Association,7,2004,3,21,0.62,158,3,38.3,4
Tom Clancy's Rainbow Six 3: Black Arrow,14,2004,7,5,1.13,52,2,46.3,14
Madden Football 64,12,1997,1,7,0.86,0,0,0.0,72
Assault: Retribution,13,1998,9,324,0.13,0,0,0.0,136
Super Robot Taisen L,4,2010,12,25,0.17,0,0,0.0,20
Clock Tower,13,1996,11,49,0.53,0,0,0.0,101
Destiny: The Taken King,18,2015,7,4,1.19,11,3,47.1,14
Resident Evil (Remake),20,2002,9,12,1.42,0,0,0.0,101
F1 Career Challenge,7,2003,3,7,0.1,22,1,38.85,4
Crash Tag Team Racing,14,2005,3,23,0.13,311,4,38.4,48
Chameleon Twist,12,1997,2,240,0.11,0,0,0.0,72
Otogi: Myth of Demons,14,2002,9,8,0.13,163,3,44.25,136
Rock N' Roll Racing,8,1993,3,117,0.01,0,0,0.0,58
Shrek: Forever After,4,2010,2,4,0.3,0,0,0.0,11
RollerCoaster Tycoon 2: Triple Thrill Pack,15,2003,12,10,0.03,1575,1,1.6,101
Call of Duty: Black Ops 3,15,2015,7,4,0.26,0,0,0.0,14
Guitar Freaks & DrumMania: Masterpiece Gold,7,2007,8,14,0.02,0,0,0.0,40
LEGO Battles,4,2009,12,19,1.25,280,1,36.95,20
Colin McRae Rally 04,7,2003,3,34,0.94,0,0,0.0,4
Enslaved: Odyssey to the West,5,2010,9,25,0.54,257,3,44.9,85
Isshoni Gohan. Portable,17,2013,11,568,0.01,0,0,0.0,101
Pretty Rhythm Rainbow Live: Kira Kira My * Design,11,2013,6,197,0.08,0,0,0.0,14
Onimusha: Blade Warriors,7,2003,10,12,0.12,48,3,35.95,85
Batman: Return to Arkham,10,2016,9,19,0.26,866,3,40.75,136
Grand Prix,16,1981,3,4,0.48,0,0,0.0,48
